Category,Clue,Answer,General Subject,Specific Subject,Correct,Value,Level,Date
Major League Baseball Teams,In 2022 this team gave 73-year-old Dusty Baker his 1st championship as a manager; he's the oldest skipper to win a World Series,Astros,Sports,Baseball,FALSE,600,3,01/16/2023
Major League Baseball Teams,The Swinging Friar is the official mascot of this team,Padres,Sports,Baseball,FALSE,800,4,01/16/2023
Major League Baseball Teams,Jim Palmer pitched his No. 22 into immortality with this team,Orioles,Sports,Baseball,FALSE,1000,5,01/16/2023
"Circles, Squares, and Dodecahedrons",You'll find the National Museum of China on the east side of this square,Tiananmen Square,Geography,Landmarks,TRUE,200,1,01/16/2023
"Circles, Squares, and Dodecahedrons",The damage caused by a barbarian's weapon can be determined by a roll of a dodecahedron in this game created in 1974,Dungeons and Dragons,General Knowledge,Games,TRUE,400,2,01/16/2023
"Circles, Squares, and Dodecahedrons",It's the equation for the circumference of a circle,2πr,Science,Mathematics,TRUE,600,3,01/16/2023
"Circles, Squares, and Dodecahedrons","For this move, also a leisurely walk, square dancers join hands & walk counterclockwise until they reach the home position",Promenade,Dance,Dance Moves,FALSE,800,4,01/16/2023
"Circles, Squares, and Dodecahedrons","Found at 66 1/2 degrees south latitude, it's one of the 5 major geographic circles of the Earth",Antartic Circle,Geography,Cartography,FALSE,1000,5,01/16/2023
Cliches Rephrase,Sodium chloride of our planet,Salt of the Earth,Linguistics,Idioms,FALSE,200,1,01/16/2023
Cliches Rephrase,An ambulatory Britannica,Walking Encyclopedia,Linguistics,Idioms,TRUE,400,2,01/16/2023
Cliches Rephrase,Chef's or nicoise Monday & Saturday,Salad Days,Linguistics,Idioms,FALSE,600,3,01/16/2023
Cliches Rephrase,Unhappy Michigan or Utah & their illicit romances,A Sad State of Affairs,Linguistics,Idioms,FALSE,800,4,01/16/2023
Cliches Rephrase,A preeminent science journal hates a Dyson or a Hoover,Nature Abhors a Vacuum,Linguistics,Idioms,FALSE,1000,5,01/16/2023
Pure Bread,"This word refers to both a type of bread & the starter used to make it, which is mostly flour & water",Sourdough,General Knowledge,Cooking,TRUE,200,1,01/16/2023
Pure Bread,Rock on--dark & light rye bread rolled together is deemed,Marble Bread,General Knowledge,Cooking,TRUE,400,2,01/16/2023
Pure Bread,"Despite the ""C"" at the front of the name of this puffy Jewish bread sometimes being silent, its name sounds quite loud",Challah,General Knowledge,Cooking,TRUE,600,3,01/16/2023
Pure Bread,This palindromic bread is all the rage when served with vindaloo or tikka masala,Naan,General Knowledge,Cooking,TRUE,800,4,01/16/2023
Pure Bread,"Where do we lay our scene? Why, in fair Verona, where this bread named for a slipper may have been born",Ciabatta,General Knowledge,Cooking,FALSE,1000,5,01/16/2023
Dog Tales,"This Lab was the first part of the title; John Grogan was ""& Me"", experiencing ""Life & Love with the World's Worst Dog",Marley,Literature,Book Titles,TRUE,200,1,01/16/2023
Dog Tales,"If you're gonna write only one kids' book, make it count like Eric Knight did in 1940 with this collie ""Come-Home""",Lassie,Literature,Book Titles,FALSE,400,2,01/16/2023
Dog Tales,"In a story set in the 19th century, a mad wolf with rabies is the last fight this faithful title canine has, & now I'm crying",Old Yeller,Literature,Book Titles,FALSE,600,3,01/16/2023
Dog Tales,"This ""colorful"" title wolfdog bounded to life in a 1906 Jack London novel",White Fang,Literature,Book Titles,FALSE,800,4,01/16/2023
Dog Tales,"John Steinbeck went ""In Search of America"" during his ""Travels with"" this French poodle",Charley,Literature,Book Titles,TRUE,1000,5,01/16/2023
Small Town America and Canada,"The claim to fame of Viking, Alberta is it grew the six Sutter brothers who combined to play almost 5,000 games in this league",NHL,Sports,Hockey,TRUE,400,1,01/16/2023
Small Town America and Canada,"Seymour in this state was the place John Mellencamp was talking about when he sang, ""I was born in a small town""",Indiana,Geography,States,FALSE,800,2,01/16/2023
Small Town America and Canada,Sometimes not much changes in a town; Randall Wise was mayor of Niceville in this northwestern slab of Florida for 49 years,Panhandle,Geography,States,TRUE,1200,3,01/16/2023
Small Town America and Canada,"For more than 150 years, traditional festivities have come to Antigonish in this province for the annual Highland Games",Nova Scotia,Geography,Canadian Provinces,FALSE,1600,4,01/16/2023
Small Town America and Canada,This British Columbia town grew up around a mountain that's been home to Olympians & ski bums; the sound made by local marmots led to the name,Whistler,Geography,Cities,FALSE,2000,5,01/16/2023
Royal History,"In 1685 this French king revoked the Edict of Nantes, banned Protestant worship & forced kids to be baptized as Catholic",Louis XIV,History,European History,FALSE,400,1,01/16/2023
Royal History,"Sultan Mehmed V, seen here, was ruling this empire in 1914, but time would soon be running out for both",Ottoman,History,Middle Eastern History,TRUE,800,2,01/16/2023
Royal History,"Mary, Queen of Scots was the mother of King James I, the first king of England from this dynastic family",Stuart,History,British Monarchs,FALSE,1200,3,01/16/2023
Royal History,"Under the Kalmar Union, these 3 Scandinavian countries were under the rule of a single monarch from 1397 to 1523","Norway, Sweden, Denmark",Geography,Countries,FALSE,1600,4,01/16/2023
Royal History,"The establishment of the Romanov Dynasty in 1613 ended the Russian ""Time of"" these, a period of political & social crisis",Troubles,History,European History,TRUE,2000,5,01/16/2023
Tattoos,"Many Polynesian tattoos use triangles to represent niho mano, the teeth of this predator",Shark,Science,Biology,TRUE,400,1,01/16/2023
Tattoos,"Far from keeping them secret, in the 1930s many Americans got tattoos of these recently issued identifiers",Social Security Numbers,History,American History,TRUE,800,2,01/16/2023
Tattoos,"Groucho Marx sang about ""Lydia the"" this circus performer; Maud Wagnerwas a real-life one",Tattooed Lady,Music,Pop,FALSE,1200,3,01/16/2023
Tattoos,"Once banned, kakiniit are traditional tattoos of the women of this group of northern North America",Inuit,Geography,Nations,FALSE,1600,4,01/16/2023
Tattoos,Centenarian Whang-od Oggay is a renowned tattoo artist of the Kalinga people of this largest Philippine island,Luzon,Geography,Islands,FALSE,2000,5,01/16/2023
Letters of the Law,H: Evidence presented by a witness who came by it secondhand,Hearsay,Law,Legal Terms,TRUE,400,1,01/16/2023
Letters of the Law,M: The unlawful killing of another person without malice or premeditation,Manslaughter,Law,Legal Terms,TRUE,800,2,01/16/2023
Letters of the Law,N: Failure to exercise care towards others that a reasonable person would do in similar circumstances,Negligence,Law,Legal Terms,TRUE,1200,3,01/16/2023
Letters of the Law,S: To segregate or separate a jury or witness during a trial,Sequester,Law,Legal Terms,TRUE,1600,4,01/16/2023
Letters of the Law,T: A civil wrong causing injury for which a remedy may be obtained,Tort,Law,Legal Terms,TRUE,2000,5,01/16/2023
The Singer Who Played,"The voice of Nala in the 2019 remake of ""The Lion King""",Beyonce,Film,Actors,FALSE,400,1,01/16/2023
The Singer Who Played,"Sean Parker in ""The Social Network""",Timberlake,Film,Actors,FALSE,800,2,01/16/2023
The Singer Who Played,"Eddie the biker in ""The Rocky Horror Picture Show""",Meat Loaf,Film,Actors,FALSE,1200,3,01/16/2023
The Singer Who Played,"Cinna in ""The Hunger Games"" movies",Kravitz,Film,Actors,FALSE,1600,4,01/16/2023
The Singer Who Played,"The dashing Jack Chambers in ""Don't Worry Darling""",Harry Styles,Film,Actors,FALSE,2000,5,01/16/2023
Short A,"This first name of actress Kendrick has a short ""A"", unlike the princess of Arendelle",Anna,Film,Actors,FALSE,400,1,01/16/2023
Short A,"The British pronounce this word with a flat first ""A"" & fusilli seems to be their favorite type",Pasta,General Knowledge,Cooking,FALSE,800,2,01/16/2023
Short A,"This state whose residents insist on the flat ""A"" once considered the name Washoe, which has its own pronunciation issues",Nevada,Geography,States,FALSE,1200,3,01/16/2023
Short A,"Unless you've been indulging with him, this wine god takes a short ""A"" in his name",Bacchus,Classics,Roman Mythology,TRUE,1600,4,01/16/2023
Short A,"This medication for when you're queasy has a short ""A"", though it starts with a word that often doesn't",Dramamine,Science,Medicine,FALSE,2000,5,01/16/2023
Business Milestones,"These were first sold in 1908, at a price equivalent to about $27,000 today",Ford Model T,Technology,Cars,FALSE,0,6,01/16/2023
Let's Talk Galaxies,This nearby galaxy bearing the name of a mythological princess is often visible to the naked eye,Andromeda,Science,Astronomy,TRUE,200,1,01/13/2023
Let's Talk Galaxies,"One look at M64 & you'll see why it's called this galaxy, like a shiner after a punch in the face",Black Eye Galaxy,Science,Astronomy,TRUE,400,2,01/13/2023
Let's Talk Galaxies,"There are ""only"" about a billion stars in our closest neighbor galaxy, a dwarf galaxy in this big dog of a constellation",Canis Major,Science,Astronomy,FALSE,600,3,01/13/2023
Let's Talk Galaxies,"Astronomers use ""S"" to designate this type of galaxy with arms wrapping around a circular nucleus",Spiral,Science,Astronomy,TRUE,800,4,01/13/2023
Let's Talk Galaxies,"These 2 ""clouds"" are satellite galaxies of the Milky Way","Large Magellanic, Small Magellanic",Science,Astronomy,FALSE,1000,5,01/13/2023
A Side of Faberge Eggs,Push a diamond button on an egg named for this appropriate holiday & a Vacheron Constantin clock is revealed,Easter,Religion,Christianity,TRUE,200,1,01/13/2023
A Side of Faberge Eggs,"1897's Coronation Egg, with gold, diamonds, an emerald & a replica of a travel carriage, was a gift from Nicholas II to this woman",Alexandra,History,European History,FALSE,400,2,01/13/2023
A Side of Faberge Eggs,"Made in 1885, the egg seen here has a yolk that held this 3-letter creature with its own ruby pendant egg",Hen,Science,Biology,FALSE,600,3,01/13/2023
A Side of Faberge Eggs,"The Blue Serpent Clock Egg of 1895, with the snake's tongue indicating the hour, is owned by this ruler of Monaco",Prince Albert II,Politics,Leaders,FALSE,800,4,01/13/2023
A Side of Faberge Eggs,"A nephew of this inventor commissioned 1914's Ice Egg, diamond-set platinum with a rock crystal watch added; isn't that dynamite?",Nobel,Technology,Inventors,TRUE,1000,5,01/13/2023
Literary Overlaps,"""Are You There God? It's Me"", Drabble",Margaret,Literature,Book Titles,FALSE,200,1,01/13/2023
Literary Overlaps,"""The Spy Who Came in from the"" ""Mountain""",Cold,Literature,Book Titles,FALSE,400,2,01/13/2023
Literary Overlaps,"""The Summer I Turned"" ""Little Liars""",Pretty,Literature,Book Titles,FALSE,600,3,01/13/2023
Literary Overlaps,"""The Last Thing He Told"" ""Talke Pretty One Day""",Me,Literature,Book Titles,TRUE,800,4,01/13/2023
Literary Overlaps,"""Still"" Walker",Alice,Literature,Book Titles,FALSE,1000,5,01/13/2023
You Brought Me Fame and Fortune,"A widely known person; you may find it in the title of a primetime TV show like, say, I don't know, preceding the word ""Jeopardy!""",Celebrity,Linguistics,Vocabulary,FALSE,200,1,01/13/2023
You Brought Me Fame and Fortune,"As a noun, it can be buried, hoarded wealth; as a verb, it's to cherish something, like a memory",Treasure,Linguistics,Vocabulary,TRUE,400,2,01/13/2023
You Brought Me Fame and Fortune,"Great renown, it also follows ""vain"" in a word describing excessive pride",Glory,Linguistics,Vocabulary,FALSE,600,3,01/13/2023
You Brought Me Fame and Fortune,"An enthusiastic expression of approval, this 7-letter word is a synonym of ""fame"" & rhymes with it",Acclaim,Linguistics,Vocabulary,FALSE,800,4,01/13/2023
You Brought Me Fame and Fortune,Tony Bennett sang this storied phrase meaning to go from poverty to wealth,Rags to Riches,Linguistics,Idioms,TRUE,1000,5,01/13/2023
And Everything That Goes With It,Starting in 1883 this name went with Gamble on Ivory soap labels,Procter,Business,Companies,TRUE,200,1,01/13/2023
And Everything That Goes With It,Since the 1950s this family status has gone before apple pie to signify the traditional American values,Motherhood,General Knowledge,American Culture,FALSE,400,2,01/13/2023
And Everything That Goes With It,This kind of sauce or dressing has gone with Buffalo wings dating back to their 1964 origin story,Blue Cheese,General Knowledge,Cooking,TRUE,600,3,01/13/2023
And Everything That Goes With It,"In the world of nutritional supplements, G&T isn't a refreshing cocktail but this plant & turmeric, its relative",Ginger,General Knowledge,Cooking,TRUE,800,4,01/13/2023
And Everything That Goes With It,"In ""Grease"" & Billy Joel's ""Scenes From an Italian Restaurant"", this outerwear goes with blue jeans",Leather Jacket,General Knowledge,American Culture,TRUE,1000,5,01/13/2023
I Thank You All,"Winning a Golden Globe for this 2006 film role, Sacha Baron Cohen said, ""Thank you to every American who has not sued me so far""",Borat,Film,Golden Globes,TRUE,200,1,01/13/2023
I Thank You All,"Kristin Chenoweth's 2009 Emmy thank you included a plea for a role on ""The Office"", as this had already happened to ""Pushing Daisies""",Cancellation,Television,Emmy,TRUE,400,2,01/13/2023
I Thank You All,"After winning an Oscar for this title role, Julia Roberts didn't leave anyone out & thanked ""everyone I've ever met in my life""",Erin Brokovich,Film,Oscar,FALSE,600,3,01/13/2023
I Thank You All,"Winning as the queen for ""The Favourite"", she said, ""If... I forget anybody, I'm gonna find you later & I'm gonna give you all a massive snog""",Olivia Colman,Film,Academy Awards,FALSE,800,4,01/13/2023
